Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,website.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,website.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,year.get() : int,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,year.set(int) : void,95,1,,0,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.MyWebClient, ,93,2,4,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.MyWebClient,GetWebRequest(Uri) : WebRequest,85,1,,3,2
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.MyWebClient,MyWebClient(),100,1,,1,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast, ,94,5,1,0,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast,channel.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast,channel.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast,type.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast,type.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Webcast,Webcast(),100,1,,0,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup, ,43,9,8,31,202
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup,"findTeamButton_Click(object, EventArgs) : void",63,2,,7,8
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup,InitializeComponent() : void,24,1,,21,187
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup,TeamInformationLookup(),91,1,,1,2
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,TeamInformationLookup,"teamNumberTextBox_MouseClick(object, MouseEventArgs) : void",84,2,,3,2
Namespace,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models, , ,94,9,1,0,9
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack, ,94,9,1,0,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Bin_On_Top.get() : bool,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Bin_On_Top.set(bool) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Did_They_Make_The_Stack.get() : bool,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Did_They_Make_The_Stack.set(bool) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Litter_In_Bin.get() : bool,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Litter_In_Bin.set(bool) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,RecycleRush_Stack(),100,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Stack_Height.get() : int,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Models,RecycleRush_Stack,Stack_Height.set(int) : void,95,1,,0,1
Namespace,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs, , ,46,61,7,59,1224
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New, ,46,61,7,59,1224
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"Aerial_Assist_Scouting_UI_Load(object, EventArgs) : void",100,1,,1,0
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,Aerial_Assist_Scouting_UI_New(),82,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoBallPickupButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoBallPickupMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoHighGoalButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoHighMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoLowGoalButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autoLowMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"autonomousMovementCheckBox_CheckedChanged(object, EventArgs) : void",76,3,,2,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,BlankPanel() : void,75,1,,4,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"commentsTextBox_TextChanged(object, EventArgs) : void",74,3,,3,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledBallPickupButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledBallPickupMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledHighGoalButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledHighMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledLowGoalButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"controlledLowMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"didRobotDieCheckBox_CheckedChanged(object, EventArgs) : void",76,3,,2,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"driverRatingButton1_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"driverRatingButton2_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"driverRatingButton3_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"driverRatingButton4_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"hotGoalButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"hotMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,InitializeComponent() : void,4,1,,33,900
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"matchNumberUpDown_ValueChanged(object, EventArgs) : void",91,1,,3,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"passToOtherBotButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"passToOtherBotMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"pickupFromHumanButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"pickupFromHumanMissButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,PlotInitialLines() : void,60,1,,5,11
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"startingLocationPanel_MouseClick(object, MouseEventArgs) : void",64,1,,11,7
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"startingLocationPanel_Paint(object, PaintEventArgs) : void",100,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"submitDataButton_Click(object, EventArgs) : void",25,7,,27,150
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"successfulTrussButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"teamColourSelector_SelectedIndexChanged(object, EventArgs) : void",75,3,,2,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"tripleAssistGoals_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"tripleAssistMisses_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,"unsuccessfulTrussButton_Click(object, EventArgs) : void",79,1,,1,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.UIs,Aerial_Assist_Scouting_UI_New,UpdateLabels() : void,49,1,,2,26
Project,GeneralFormTemplate (Debug), , , ,70,9,7,35,80
Namespace,GeneralFormTemplate (Debug),GeneralFormTemplate, , ,70,9,7,35,80
Type,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate, ,59,8,7,32,77
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,Dispose(bool) : void,80,3,,3,3
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,"exitToolStripMenuItem_Click(object, EventArgs) : void",100,1,,2,1
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,GeneralFormTemplate(),82,1,,2,3
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,"GeneralFormTemplate_Load(object, EventArgs) : void",78,1,,5,3
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,InitializeComponent() : void,37,1,,29,66
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,"timer_Tick(object, EventArgs) : void",91,1,,3,1
Type,GeneralFormTemplate (Debug),GeneralFormTemplate,Program, ,81,1,1,3,3
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,Program,Main() : void,81,1,,3,3
Project,UsefulSnippets (Debug), , , ,80,31,1,27,77
Namespace,UsefulSnippets (Debug),UsefulSnippets, , ,80,31,1,27,77
Type,UsefulSnippets (Debug),UsefulSnippets,Images, ,83,3,1,3,6
Member,UsefulSnippets (Debug),UsefulSnippets,Images,byteArrayToImage(byte[]) : Image,85,1,,2,2
Member,UsefulSnippets (Debug),UsefulSnippets,Images,Images(),100,1,,0,1
Member,UsefulSnippets (Debug),UsefulSnippets,Images,imageToByteArray(Image) : byte[],78,1,,3,3
Type,UsefulSnippets (Debug),UsefulSnippets,Mathematics, ,76,3,1,5,6
Member,UsefulSnippets (Debug),UsefulSnippets,Mathematics,CalculateStdDev(List<double>) : double,69,2,,5,5
Member,UsefulSnippets (Debug),UsefulSnippets,Mathematics,Mathematics(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Network, ,78,5,1,3,7
Member,UsefulSnippets (Debug),UsefulSnippets,Network,CheckForInternetConnection() : bool,70,4,,3,6
Member,UsefulSnippets (Debug),UsefulSnippets,Network,Network(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Notifications, ,91,4,1,3,5
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ErrorOccured(string) : void,92,1,,1,1
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,Notifications(),100,1,,0,1
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ReportCrash(Exception) : void,84,1,,2,2
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ShowInformationMessage(string) : void,92,1,,1,1
Type,UsefulSnippets (Debug),UsefulSnippets,Security, ,60,14,1,12,51
Member,UsefulSnippets (Debug),UsefulSnippets,Security,DeCryptString(string) : string,68,1,,5,5
Member,UsefulSnippets (Debug),UsefulSnippets,Security,EncryptString(string) : string,68,1,,5,5
Member,UsefulSnippets (Debug),UsefulSnippets,Security,"GetSecureRandomNum(int, int) : int",69,1,,3,5
Member,UsefulSnippets (Debug),UsefulSnippets,Security,"MakeRandomPassword(int, int) : string",44,10,,4,35
Member,UsefulSnippets (Debug),UsefulSnippets,Security,Security(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Time, ,92,2,1,2,2
Member,UsefulSnippets (Debug),UsefulSnippets,Time,GetCurrentTime() : string,90,1,,2,1
Member,UsefulSnippets (Debug),UsefulSnippets,Time,Time(),100,1,,0,1
Project,UsefulSnippets.Test (Debug), , , ,85,7,1,9,15
Namespace,UsefulSnippets.Test (Debug),UsefulSnippets.Test, , ,85,7,1,9,15
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests, ,82,2,1,7,5
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests,CalculateStdDevTestMethod() : void,73,1,,6,4
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests,MathematicsUnitTests(),100,1,,0,1
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests, ,91,2,1,4,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests,CheckForInternetConnectionTestMethod() : void,83,1,,3,2
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests,NetworkUnitTests(),100,1,,0,1
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests, ,82,3,1,4,7
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,DecryptStringTestMethod() : void,78,1,,3,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,EncryptStringTestMethod() : void,78,1,,3,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,SecurityUnitTests(),100,1,,0,1
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,GeneralFormTemplate,"exitToolStripMenuItem_Click(object, EventArgs) : void",100,1,,2,1
Type,GeneralFormTemplate (Debug),GeneralFormTemplate,Program, ,81,1,1,3,3
Member,GeneralFormTemplate (Debug),GeneralFormTemplate,Program,Main() : void,81,1,,3,3
Project,UsefulSnippets (Debug), , , ,79,31,1,26,79
Namespace,UsefulSnippets (Debug),UsefulSnippets, , ,79,31,1,26,79
Type,UsefulSnippets (Debug),UsefulSnippets,Security, ,59,14,1,11,50
Member,UsefulSnippets (Debug),UsefulSnippets,Security,"MakeRandomPassword(int, int) : string",46,10,,4,31
Member,UsefulSnippets (Debug),UsefulSnippets,Security,EncryptString(string) : string,65,1,,5,6
Member,UsefulSnippets (Debug),UsefulSnippets,Security,DeCryptString(string) : string,65,1,,5,6
Member,UsefulSnippets (Debug),UsefulSnippets,Security,"GetSecureRandomNum(int, int) : int",67,1,,2,6
Member,UsefulSnippets (Debug),UsefulSnippets,Security,Security(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Mathematics, ,76,3,1,5,7
Member,UsefulSnippets (Debug),UsefulSnippets,Mathematics,CalculateStdDev(List<double>) : double,67,2,,5,6
Member,UsefulSnippets (Debug),UsefulSnippets,Mathematics,Mathematics(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Network, ,78,5,1,3,7
Member,UsefulSnippets (Debug),UsefulSnippets,Network,CheckForInternetConnection() : bool,70,4,,3,6
Member,UsefulSnippets (Debug),UsefulSnippets,Network,Network(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Images, ,82,3,1,3,7
Member,UsefulSnippets (Debug),UsefulSnippets,Images,byteArrayToImage(byte[]) : Image,78,1,,2,3
Member,UsefulSnippets (Debug),UsefulSnippets,Images,imageToByteArray(Image) : byte[],78,1,,3,3
Member,UsefulSnippets (Debug),UsefulSnippets,Images,Images(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Notifications, ,90,4,1,3,5
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ReportCrash(Exception) : void,82,1,,2,2
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ErrorOccured(string) : void,92,1,,1,1
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,ShowInformationMessage(string) : void,92,1,,1,1
Member,UsefulSnippets (Debug),UsefulSnippets,Notifications,Notifications(),100,1,,0,1
Type,UsefulSnippets (Debug),UsefulSnippets,Time, ,91,2,1,2,3
Member,UsefulSnippets (Debug),UsefulSnippets,Time,GetCurrentTime() : string,82,1,,2,2
Member,UsefulSnippets (Debug),UsefulSnippets,Time,Time(),100,1,,0,1
Project,UsefulSnippets.Test (Debug), , , ,85,7,1,9,15
Namespace,UsefulSnippets.Test (Debug),UsefulSnippets.Test, , ,85,7,1,9,15
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests, ,82,2,1,7,5
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests,CalculateStdDevTestMethod() : void,73,1,,6,4
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,MathematicsUnitTests,MathematicsUnitTests(),100,1,,0,1
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests, ,82,3,1,4,7
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,EncryptStringTestMethod() : void,78,1,,3,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,DecryptStringTestMethod() : void,78,1,,3,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,SecurityUnitTests,SecurityUnitTests(),100,1,,0,1
Type,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests, ,91,2,1,4,3
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests,CheckForInternetConnectionTestMethod() : void,83,1,,3,2
Member,UsefulSnippets.Test (Debug),UsefulSnippets.Test,NetworkUnitTests,NetworkUnitTests(),100,1,,0,1
Project,TheBlueAlliance (Debug), , , ,94,618,1,58,713
Namespace,TheBlueAlliance (Debug),TheBlueAlliance, , ,65,37,1,26,132
Type,TheBlueAlliance (Debug),TheBlueAlliance,Events, ,61,14,1,15,56
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEventRankings(string) : EventRankings.Team[],56,3,,10,11
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEventAwards(string) : EventAwards.Award[],60,2,,9,10
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEventMatches(string) : EventMatches.Match[],60,2,,9,10
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEventInformation(string) : Event.EventInformation,63,2,,8,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEvents(int) : Events.Event[],63,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,GetEventTeamsList(string) : EventTeams.Team[],63,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Events,Events(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance,Teams, ,64,15,1,15,57
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,"GetTeamEventAwards(string, string) : TeamEventAwards.Award[]",62,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,"GetTeamEventMatches(string, string) : TeamEventMatches.Match[]",62,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,"GetTeamEvents(string, int) : TeamEvents.Event[]",62,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,"GetTeamMediaLocations(string, int) : TeamMedia.MediaLocation[]",62,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,GetTeamHistoricalAwards(string) : TeamHistoryAwards.Award[],63,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,GetTeamHistoryEvents(string) : TeamHistoryEvents.Event[],63,2,,9,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,GetTeamInformation(string) : TeamInformation,63,2,,8,8
Member,TheBlueAlliance (Debug),TheBlueAlliance,Teams,Teams(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance,Matches, ,71,8,1,11,19
Member,TheBlueAlliance (Debug),TheBlueAlliance,Matches,GetMatchInformationJsonData(string) : string,57,3,,9,12
Member,TheBlueAlliance (Debug),TheBlueAlliance,Matches,GetCachedMatchInformationJson(string) : string,75,2,,2,3
Member,TheBlueAlliance (Debug),TheBlueAlliance,Matches,GetMatchInformation2015(string) : MatchInformation_2015.Match,78,2,,2,3
Member,TheBlueAlliance (Debug),TheBlueAlliance,Matches,Matches(),100,1,,0,1
Namespace,TheBlueAlliance (Debug),TheBlueAlliance.Models, , ,95,581,1,32,581
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red, ,92,49,1,0,49
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level6.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,foul_count.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,robot_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,total_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_container.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,auto_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,teleop_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_unprocessed.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,adjust_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,foul_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level4.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_count_far.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level3.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_stack.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level2.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level5.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level1.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_landfill.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_count_near.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,foul_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,robot_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_points.get() : int,98,1,,0,1
